seed,profile,supervised,outcome,success,unsafe_touchdown,aborted,duration_s,final_x_error,final_vx,final_vz,max_risk,mean_risk,interventions,dropouts,architecture
1368494521,mixed,True,safe_abort,False,False,True,28.35,0.7652158523975866,-0.006918584082066033,-0.22396365856578113,0.8935498745174253,0.6504057014119814,125,118,aegis_v1
1368494521,mixed,True,unsafe_touchdown,False,True,False,30.55,0.6204808778523052,0.17744074200835375,-0.25493345564885234,0.6113485918679612,0.5281435205267927,50,128,aegis_v2
2003097507,mixed,False,unsafe_touchdown,False,True,False,31.400000000000002,0.5088747785944593,-0.01756283829654141,-0.275674310871333,0.9201405502816398,0.6520224501149403,0,129,baseline
2003097507,mixed,True,safe_abort,False,False,True,33.1,0.585608112454153,0.01945775896128034,-0.22102358646900677,0.9201405502816398,0.6516732555846017,156,136,aegis_v1
2003097507,mixed,True,unsafe_touchdown,False,True,False,31.8,0.530049160845674,-0.022829060677160864,-0.2641241640423363,0.637731434044081,0.5295620961828791,20,131,aegis_v2
1452267408,mixed,False,unsafe_touchdown,False,True,False,27.5,0.629742240850781,0.0458656401674998,-0.2781912573836597,0.9347011764974112,0.6565396894374704,0,137,baseline
1452267408,mixed,True,safe_abort,False,False,True,26.35,0.600242161829788,-0.04905042160567849,-0.2589271418717365,0.9340471194168259,0.6557582928548579,133,129,aegis_v1
1452267408,mixed,True,unsafe_touchdown,False,True,False,29.950000000000003,0.45043726238266835,0.05003987116123542,-0.2553390810659259,0.6416669065331322,0.5277110660531383,77,149,aegis_v2
2131363975,mixed,False,unsafe_touchdown,False,True,False,30.55,0.5576471041554916,0.1621369504509063,-0.25425497218170856,0.9185418657687346,0.6486346979119343,0,114,baseline
2131363975,mixed,True,safe_abort,False,False,True,29.650000000000002,0.638604604620186,0.045545123519323216,-0.12042053807217525,0.9185418657687346,0.6482989577675442,123,110,aegis_v1
2131363975,mixed,True,unsafe_touchdown,False,True,False,32.800000000000004,0.6066926209555111,-0.055109676215553356,-0.2948611600534566,0.6324852378749403,0.5276289149212336,57,123,aegis_v2
1267673556,mixed,False,unsafe_touchdown,False,True,False,28.150000000000002,0.6757978588979867,0.11550766139827165,-0.21823728386432178,0.9169620460588365,0.6548980289225467,0,119,baseline
